ID,Terms,Start,End,First Name,Last Name
B000226,sen,04/03/1789,03/03/1793,Richard,Bassett
B000546,rep,04/03/1789,03/03/1791,Theodorick,Bland
B001086,rep,04/03/1789,03/03/1791,Aedanus,Burke
C000187,rep,04/03/1789,03/03/1791,Daniel,Carroll
C000538,rep,04/03/1789,03/03/1791,George,Clymer
C000710,rep,04/03/1789,03/03/1791,Benjamin,Contee
D000013,sen,04/03/1789,03/03/1791,Tristram,Dalton
E000155,sen,04/03/1789,03/03/1791,Jonathan,Elmer
F000100,sen,04/03/1789,03/03/1793,William,Few
F000224,rep,04/03/1789,03/03/1791,William,Floyd
G000012,rep,04/03/1789,03/03/1791,George,Gale
G000403,sen,04/03/1789,03/03/1791,William,Grayson
G000500,rep,04/03/1789,03/03/1791,Jonathan,Grout
H000368,sen,04/03/1789,03/03/1795,Benjamin,Hawkins
H000995,rep,04/03/1789,03/03/1791,Benjamin,Huntington
I000053,sen,04/03/1789,03/03/1795,Ralph,Izard
J000182,sen,04/03/1789,31/12/1791,William,Johnson
J000198,sen,04/03/1789,03/03/1793,Samuel,Johnston
L000201,sen,04/03/1789,03/03/1793,Richard,Lee
M000031,sen,04/03/1789,03/03/1791,William,Maclay
M000234,rep,04/03/1789,03/03/1791,George,Mathews
M000985,sen,04/03/1789,03/03/1795,Robert,Morris
P000092,rep,04/03/1789,03/03/1791,George,Partridge
P000102,sen,04/03/1789,03/03/1791,William,Paterson
S000624,rep,04/03/1789,03/03/1791,William,Smith
S000961,rep,04/03/1789,03/03/1791,Michael,Stone
V000053,rep,04/03/1789,03/03/1791,Jeremiah,Van Rensselaer
W000783,rep,04/03/1789,03/03/1791,Henry,Wynkoop
D000324,sen,01/01/1790,03/03/1793,Philemon,Dickinson
W000059,sen,01/01/1790,03/03/1791,John,Walker
A000307,rep,04/03/1789,03/03/1791,John,Ashe
A000307,rep,24/10/1791,03/03/1793,John,Ashe
B000167,rep,24/10/1791,03/03/1793,Robert,Barnwell
B001133,sen,24/10/1791,03/03/1797,Aaron,Burr
C000009,sen,24/10/1791,03/03/1797,George,Cabot
C000185,sen,04/03/1789,03/03/1791,Charles,Carroll
C000185,sen,24/10/1791,03/03/1793,Charles,Carroll
E000147,sen,04/03/1789,03/03/1791,Oliver,Ellsworth
E000147,sen,24/10/1791,03/03/1797,Oliver,Ellsworth
G000139,rep,04/03/1789,03/03/1791,Elbridge,Gerry
G000139,rep,24/10/1791,03/03/1793,Elbridge,Gerry
H000916,rep,04/03/1789,03/03/1791,Daniel,Huger
H000916,rep,24/10/1791,03/03/1793,Daniel,Huger
J000036,rep,24/10/1791,03/03/1793,Israel,Jacobs
K000158,rep,24/10/1791,03/03/1793,Philip,Key
R000091,sen,04/03/1789,03/03/1791,George,Read
R000091,sen,24/10/1791,31/12/1793,George,Read
R000350,sen,24/10/1791,15/10/1796,Moses,Robinson
S000140,rep,24/10/1791,03/03/1793,Cornelius,Schoonmaker
S000242,rep,04/03/1789,03/03/1791,Joshua,Seney
S000242,rep,24/10/1791,03/03/1793,Joshua,Seney
S000340,rep,24/10/1791,03/03/1793,Upton,Sheredine
S000349,rep,04/03/1789,03/03/1791,Roger,Sherman
S000349,sen,24/10/1791,31/12/1793,Roger,Sherman
S000412,rep,04/03/1789,03/03/1791,Peter,Silvester
S000412,rep,24/10/1791,03/03/1793,Peter,Silvester
S000832,rep,04/03/1789,03/03/1791,John,Steele
S000832,rep,24/10/1791,03/03/1793,John,Steele
S000866,rep,24/10/1791,03/03/1793,Samuel,Sterett
S001047,rep,04/03/1789,03/03/1791,Jonathan,Sturges
S001047,rep,24/10/1791,03/03/1793,Jonathan,Sturges
T000403,rep,04/03/1789,03/03/1791,Thomas,Tucker
T000403,rep,24/10/1791,03/03/1793,Thomas,Tucker
W000216,rep,24/10/1791,03/03/1793,Anthony,Wayne
W000352,rep,04/03/1789,03/03/1791,Alexander,White
W000352,rep,24/10/1791,03/03/1793,Alexander,White
W000551,rep,04/03/1789,03/03/1791,Hugh,Williamson
W000551,rep,24/10/1791,03/03/1793,Hugh,Williamson
W000560,rep,24/10/1791,03/03/1793,Francis,Willis
E000075,sen,01/01/1792,03/03/1795,John,Edwards
P000473,sen,10/01/1793,14/10/1796,Richard,Potts
A000280,rep,02/12/1793,03/03/1795,James,Armstrong
B000282,rep,02/12/1793,03/03/1795,John,Beatty
B000661,rep,04/03/1789,03/03/1791,Elias,Boudinot
B000661,rep,24/10/1791,03/03/1793,Elias,Boudinot
B000661,rep,02/12/1793,03/03/1795,Elias,Boudinot
B000671,rep,24/10/1791,03/03/1793,Shearjashub,Bourne
B000671,rep,02/12/1793,03/03/1795,Shearjashub,Bourne
B000739,sen,02/12/1793,31/12/1797,William,Bradford
C000012,rep,04/03/1789,03/03/1791,Lambert,Cadwalader
C000012,rep,02/12/1793,03/03/1795,Lambert,Cadwalader
C000163,rep,02/12/1793,03/03/1795,Thomas,Carnes
C000418,rep,24/10/1791,03/03/1793,Abraham,Clark
C000418,rep,02/12/1793,03/03/1795,Abraham,Clark
C000545,rep,02/12/1793,03/03/1795,David,Cobb
C000591,rep,02/12/1793,03/03/1795,Peleg,Coffin
D000157,rep,02/12/1793,03/03/1795,William,Dawson
E000060,rep,02/12/1793,03/03/1795,Benjamin,Edwards
F000178,rep,04/03/1789,03/03/1791,Thomas,Fitzsimons
F000178,rep,24/10/1791,03/03/1793,Thomas,Fitzsimons
F000178,rep,02/12/1793,03/03/1795,Thomas,Fitzsimons
F000282,rep,02/12/1793,03/03/1795,Uriah,Forrest
F000368,sen,02/12/1793,03/03/1797,Frederick,Frelinghuysen
G000211,rep,02/12/1793,03/03/1795,Alexander,Gillon
G000311,rep,24/10/1791,03/03/1793,James,Gordon
G000311,rep,02/12/1793,03/03/1795,James,Gordon
G000466,rep,04/03/1789,03/03/1791,Samuel,Griffin
G000466,rep,24/10/1791,03/03/1793,Samuel,Griffin
G000466,rep,02/12/1793,03/03/1795,Samuel,Griffin
H000750,rep,02/12/1793,03/03/1795,Samuel,Holten
I000035,rep,02/12/1793,03/03/1795,William,Irvine
L000178,rep,24/10/1791,03/03/1793,Amasa,Learned
L000178,rep,02/12/1793,03/03/1795,Amasa,Learned
L000200,rep,04/03/1789,03/03/1791,Richard,Lee
L000200,rep,24/10/1791,03/03/1793,Richard,Lee
L000200,rep,02/12/1793,03/03/1795,Richard,Lee
M000166,sen,02/12/1793,03/03/1799,Alexander,Martin
M000424,rep,02/12/1793,03/03/1795,Joseph,McDowell
M000622,rep,02/12/1793,03/03/1795,Alexander,Mebane
M000645,rep,24/10/1791,03/03/1793,John,Mercer
M000645,rep,02/12/1793,03/03/1795,John,Mercer
M000828,sen,02/12/1793,03/03/1795,Stephen,Mitchell
M000873,rep,02/12/1793,03/03/1795,William,Montgomery
N000055,rep,02/12/1793,03/03/1795,Joseph,Neville
N000109,rep,24/10/1791,03/03/1793,Nathaniel,Niles
N000109,rep,02/12/1793,03/03/1795,Nathaniel,Niles
P000320,rep,02/12/1793,03/03/1795,Andrew,Pickens
S000186,rep,04/03/1789,03/03/1791,Thomas,Scott
S000186,rep,02/12/1793,03/03/1795,Thomas,Scott
S001009,sen,04/03/1789,03/03/1793,Caleb,Strong
S001009,sen,02/12/1793,03/03/1797,Caleb,Strong
T000019,rep,02/12/1793,03/03/1795,Silas,Talbot
T000361,rep,24/10/1791,03/03/1793,Thomas,Tredwell
T000361,rep,02/12/1793,03/03/1795,Thomas,Tredwell
V000039,rep,02/12/1793,03/03/1795,Peter,Van Gaasbeck
V000104,rep,04/03/1789,03/03/1791,John,Vining
V000104,rep,24/10/1791,03/03/1793,John,Vining
V000104,sen,02/12/1793,03/03/1799,John,Vining
W000013,rep,04/03/1789,03/03/1791,Jeremiah,Wadsworth
W000013,rep,24/10/1791,03/03/1793,Jeremiah,Wadsworth
W000013,rep,02/12/1793,03/03/1795,Jeremiah,Wadsworth
W000051,rep,02/12/1793,03/03/1795,Francis,Walker
W000127,rep,24/10/1791,03/03/1793,Artemas,Ward
W000127,rep,02/12/1793,03/03/1795,Artemas,Ward
W000211,rep,02/12/1793,03/03/1795,John,Watts
W000491,rep,02/12/1793,03/03/1795,Benjamin,Williams
W000633,sen,04/03/1789,03/03/1793,Paine,Wingate
W000633,rep,02/12/1793,03/03/1795,Paine,Wingate
T000107,sen,01/01/1794,03/03/1799,Henry,Tazewell
W000114,sen,16/11/1795,20/02/1796,George,Walton
A000174,rep,04/03/1789,03/03/1791,Fisher,Ames
A000174,rep,24/10/1791,03/03/1793,Fisher,Ames
A000174,rep,02/12/1793,03/03/1795,Fisher,Ames
A000174,rep,07/12/1795,03/03/1797,Fisher,Ames
B000474,sen,07/12/1795,03/03/1801,William,Bingham
B000563,rep,04/03/1789,03/03/1791,Timothy,Bloodworth
B000563,sen,07/12/1795,03/03/1801,Timothy,Bloodworth
B000669,rep,04/03/1789,03/03/1791,Benjamin,Bourne
B000669,rep,24/10/1791,03/03/1793,Benjamin,Bourne
B000669,rep,02/12/1793,03/03/1795,Benjamin,Bourne
B000669,rep,07/12/1795,03/03/1797,Benjamin,Bourne
B001014,rep,07/12/1795,03/03/1797,Daniel,Buck
C000624,rep,04/03/1789,03/03/1791,Isaac,Coles
C000624,rep,02/12/1793,03/03/1795,Isaac,Coles
C000624,rep,07/12/1795,03/03/1797,Isaac,Coles
C000848,rep,07/12/1795,03/03/1797,Jeremiah,Crabb
D000178,rep,02/12/1793,03/03/1795,Henry,Dearborn
D000178,rep,07/12/1795,03/03/1797,Henry,Dearborn
D000578,rep,02/12/1793,03/03/1795,Gabriel,Duvall
D000578,rep,07/12/1795,03/03/1797,Gabriel,Duvall
E000010,rep,07/12/1795,03/03/1797,Samuel,Earle
G000173,rep,02/12/1793,03/03/1795,Ezekiel,Gilbert
G000173,rep,07/12/1795,03/03/1797,Ezekiel,Gilbert
G000434,rep,24/10/1791,03/03/1793,Christopher,Greenup
G000434,rep,02/12/1793,03/03/1795,Christopher,Greenup
G000434,rep,07/12/1795,03/03/1797,Christopher,Greenup
G000526,sen,04/03/1789,03/03/1795,James,Gunn
G000526,sen,07/12/1795,03/03/1801,James,Gunn
H000148,rep,02/12/1793,03/03/1795,George,Hancock
H000148,rep,07/12/1795,03/03/1797,George,Hancock
H000348,rep,04/03/1789,03/03/1791,John,Hathorn
H000348,rep,07/12/1795,03/03/1797,John,Hathorn
H000431,rep,02/12/1793,03/03/1795,John,Heath
H000431,rep,07/12/1795,03/03/1797,John,Heath
H000488,rep,07/12/1795,03/03/1797,Thomas,Henderson
H000508,sen,04/03/1789,03/03/1795,John,Henry
H000508,sen,07/12/1795,31/12/1797,John,Henry
L000067,sen,04/03/1789,03/03/1795,John,Langdon
L000067,sen,07/12/1795,03/03/1801,John,Langdon
L000246,rep,04/03/1789,03/03/1791,George,Leonard
L000246,rep,24/10/1791,03/03/1793,George,Leonard
L000246,rep,07/12/1795,03/03/1797,George,Leonard
L000530,rep,02/12/1793,03/03/1795,William,Lyman
L000530,rep,07/12/1795,03/03/1797,William,Lyman
M000155,sen,07/12/1795,03/03/1801,Humphrey,Marshall
M001063,rep,04/03/1789,03/03/1791,Frederick,Muhlenberg
M001063,rep,24/10/1791,03/03/1793,Frederick,Muhlenberg
M001063,rep,02/12/1793,03/03/1795,Frederick,Muhlenberg
M001063,rep,07/12/1795,03/03/1797,Frederick,Muhlenberg
M001119,rep,24/10/1791,03/03/1793,William,Murray
M001119,rep,02/12/1793,03/03/1795,William,Murray
M001119,rep,07/12/1795,03/03/1797,William,Murray
O000101,rep,24/10/1791,03/03/1793,Alexander,Orr
O000101,rep,02/12/1793,03/03/1795,Alexander,Orr
O000101,rep,07/12/1795,03/03/1797,Alexander,Orr
P000018,rep,04/03/1789,03/03/1791,John,Page
P000018,rep,24/10/1791,03/03/1793,John,Page
P000018,rep,02/12/1793,03/03/1795,John,Page
P000018,rep,07/12/1795,03/03/1797,John,Page
P000026,sen,07/12/1795,03/03/1801,Elijah,Paine
P000108,rep,02/12/1793,03/03/1795,John,Patten
P000108,rep,07/12/1795,03/03/1797,John,Patten
P000514,rep,02/12/1793,03/03/1795,Francis,Preston
P000514,rep,07/12/1795,03/03/1797,Francis,Preston
R000092,sen,07/12/1795,03/03/1801,Jacob,Read
R000215,rep,07/12/1795,03/03/1797,John,Richards
R000548,rep,02/12/1793,03/03/1795,Robert,Rutherford
R000548,rep,07/12/1795,03/03/1797,Robert,Rutherford
S000339,rep,02/12/1793,03/03/1795,John,Sherburne
S000339,rep,07/12/1795,03/03/1797,John,Sherburne
S000555,rep,07/12/1795,03/03/1797,Isaac,Smith
S000753,rep,02/12/1793,03/03/1795,Thomas,Sprigg
S000753,rep,07/12/1795,03/03/1797,Thomas,Sprigg
S001029,rep,07/12/1795,03/03/1797,William,Strudwick
S001119,rep,02/12/1793,03/03/1795,Zephaniah,Swift
S001119,rep,07/12/1795,03/03/1797,Zephaniah,Swift
T000050,rep,07/12/1795,03/03/1797,Absalom,Tatom
T000389,rep,04/03/1789,03/03/1791,Jonathan,Trumbull
T000389,rep,24/10/1791,03/03/1793,Jonathan,Trumbull
T000389,rep,02/12/1793,03/03/1795,Jonathan,Trumbull
T000389,sen,07/12/1795,03/03/1797,Jonathan,Trumbull
W000377,rep,02/12/1793,03/03/1795,James,White
W000377,rep,07/12/1795,03/03/1797,James,White
B000570,sen,01/01/1796,31/12/1797,William,Blount
G000286,rep,04/03/1789,03/03/1791,Benjamin,Goodhue
G000286,rep,24/10/1791,03/03/1793,Benjamin,Goodhue
G000286,rep,02/12/1793,03/03/1795,Benjamin,Goodhue
G000286,rep,08/06/1795,11/06/1796,Benjamin,Goodhue
G000286,sen,11/06/1796,03/03/1797,Benjamin,Goodhue
G000286,sen,04/03/1797,08/11/1800,Benjamin,Goodhue
H000841,sen,05/12/1796,04/03/1797,John,Howard
H000841,sen,04/03/1797,03/03/1803,John,Howard
H000982,rep,02/12/1793,03/03/1795,John,Hunter
H000982,sen,01/01/1796,03/03/1799,John,Hunter
L000120,rep,04/03/1789,03/03/1791,John,Laurance
L000120,rep,24/10/1791,03/03/1793,John,Laurance
L000120,sen,01/01/1796,03/03/1801,John,Laurance
T000052,sen,01/01/1796,03/03/1799,Josiah,Tattnall
A000129,rep,15/05/1797,03/03/1799,John,Allen
B000396,rep,02/12/1793,03/03/1795,Lemuel,Benton
B000396,rep,07/12/1795,03/03/1797,Lemuel,Benton
B000396,rep,15/05/1797,03/03/1799,Lemuel,Benton
B000735,rep,07/12/1795,03/03/1797,Theophilus,Bradbury
B000735,rep,15/05/1797,03/03/1799,Theophilus,Bradbury
B000875,rep,15/05/1797,03/03/1799,David,Brooks
B000991,rep,07/12/1795,03/03/1797,Nathan,Bryan
B000991,rep,15/05/1797,03/03/1799,Nathan,Bryan
B001053,rep,15/05/1797,03/03/1799,Stephen,Bullock
B001081,rep,07/12/1795,03/03/1797,Dempsey,Burges
B001081,rep,15/05/1797,03/03/1799,Dempsey,Burges
C000313,rep,15/05/1797,03/03/1799,John,Chapman
C000369,sen,15/05/1797,03/03/1803,Nathaniel,Chipman
C000563,rep,15/05/1797,03/03/1799,James,Cochran
C000600,rep,02/12/1793,03/03/1795,Joshua,Coit
C000600,rep,07/12/1795,03/03/1797,Joshua,Coit
C000600,rep,15/05/1797,03/03/1799,Joshua,Coit
D000073,rep,07/12/1795,03/03/1797,James,Davenport
D000073,rep,15/05/1797,03/03/1799,James,Davenport
E000089,rep,07/12/1795,03/03/1797,George,Ege
E000089,rep,15/05/1797,03/03/1799,George,Ege
F000313,sen,12/06/1790,03/03/1791,Theodore,Foster
F000313,sen,04/03/1791,03/03/1797,Theodore,Foster
F000313,sen,15/05/1797,03/03/1803,Theodore,Foster
F000365,rep,07/12/1795,03/03/1797,Nathaniel,Freeman
F000365,rep,15/05/1797,03/03/1799,Nathaniel,Freeman
H000266,rep,02/12/1793,03/03/1795,Carter,Harrison
H000266,rep,07/12/1795,03/03/1797,Carter,Harrison
H000266,rep,15/05/1797,03/03/1799,Carter,Harrison
H000803,rep,15/05/1797,03/03/1799,Hezekiah,Hosmer
L000115,rep,02/12/1793,03/03/1795,Henry,Latimer
L000115,sen,07/12/1795,03/03/1797,Henry,Latimer
L000115,sen,15/05/1797,31/12/1801,Henry,Latimer
L000377,sen,15/05/1797,03/03/1801,James,Lloyd
L000389,rep,02/12/1793,03/03/1795,Matthew,Locke
L000389,rep,07/12/1795,03/03/1797,Matthew,Locke
L000389,rep,15/05/1797,03/03/1799,Matthew,Locke
M000013,rep,15/05/1797,03/03/1799,James,Machir
M000226,sen,01/01/1794,03/03/1797,Stevens,Mason
M000226,sen,15/05/1797,03/03/1803,Stevens,Mason
M000256,rep,15/05/1797,03/03/1799,William,Matthews
M000336,rep,15/05/1797,03/03/1799,Blair,McClenachan
M000423,rep,15/05/1797,03/03/1799,Joseph,McDowell
M000946,rep,15/05/1797,03/03/1799,Daniel,Morgan
P000058,rep,15/05/1797,03/03/1799,Isaac,Parker
R000448,sen,01/01/1794,03/03/1797,James,Ross
R000448,sen,15/05/1797,03/03/1803,James,Ross
R000550,sen,24/10/1791,03/03/1797,John,Rutherfurd
R000550,sen,15/05/1797,03/03/1799,John,Rutherfurd
S000154,sen,04/03/1789,03/03/1791,Philip,Schuyler
S000154,sen,15/05/1797,03/03/1799,Philip,Schuyler
S000448,rep,04/03/1789,03/03/1791,Thomas,Sinnickson
S000448,rep,15/05/1797,03/03/1799,Thomas,Sinnickson
S000460,rep,07/12/1795,03/03/1797,Samuel,Sitgreaves
S000460,rep,15/05/1797,03/03/1799,Samuel,Sitgreaves
S000563,rep,24/10/1791,03/03/1793,Jeremiah,Smith
S000563,rep,02/12/1793,03/03/1795,Jeremiah,Smith
S000563,rep,07/12/1795,03/03/1797,Jeremiah,Smith
S000563,rep,15/05/1797,03/03/1799,Jeremiah,Smith
S000595,rep,07/12/1795,03/03/1797,Nathaniel,Smith
S000595,rep,15/05/1797,03/03/1799,Nathaniel,Smith
S000625,rep,15/05/1797,03/03/1799,William,Smith
S000633,rep,04/03/1789,03/03/1791,William,Smith
S000633,rep,24/10/1791,03/03/1793,William,Smith
S000633,rep,02/12/1793,03/03/1795,William,Smith
S000633,rep,07/12/1795,03/03/1797,William,Smith
S000633,rep,15/05/1797,03/03/1799,William,Smith
S000743,rep,15/05/1797,03/03/1799,Peleg,Sprague
S001095,rep,07/12/1795,03/03/1797,John,Swanwick
S001095,rep,15/05/1797,03/03/1799,John,Swanwick
T000232,rep,07/12/1795,03/03/1797,Mark,Thomson
T000232,rep,15/05/1797,03/03/1799,Mark,Thomson
V000012,rep,02/12/1793,03/03/1795,John,Van Alen
V000012,rep,07/12/1795,03/03/1797,John,Van Alen
V000012,rep,15/05/1797,03/03/1799,John,Van Alen
W000513,rep,07/12/1795,03/03/1797,John,Williams
W000513,rep,15/05/1797,03/03/1799,John,Williams
C000497,sen,01/01/1798,03/03/1799,Joshua,Clayton
H000661,sen,01/01/1798,03/03/1799,John,Hobart
N000142,sen,01/01/1798,03/03/1799,William,North
W000202,sen,01/01/1798,03/03/1801,James,Watson
B000198,rep,15/05/1797,03/03/1799,Bailey,Bartlett
B000198,rep,02/12/1799,03/03/1801,Bailey,Bartlett
B000731,rep,15/05/1797,03/03/1799,Jonathan,Brace
B000731,rep,02/12/1799,03/03/1801,Jonathan,Brace
B000927,rep,02/12/1799,03/03/1801,John,Brown
B000929,rep,04/03/1789,03/03/1791,John,Brown
B000929,rep,04/03/1791,01/06/1792,John,Brown
B000929,sen,18/06/1792,03/03/1793,John,Brown
B000929,sen,04/03/1793,03/03/1799,John,Brown
B000929,sen,02/12/1799,03/03/1805,John,Brown
C000382,rep,02/12/1793,03/03/1795,Gabriel,Christie
C000382,rep,07/12/1795,03/03/1797,Gabriel,Christie
C000382,rep,02/12/1799,03/03/1801,Gabriel,Christie
C000572,sen,01/01/1796,03/03/1797,William,Cocke
C000572,sen,02/12/1799,03/03/1805,William,Cocke
C000764,rep,07/12/1795,03/03/1797,William,Cooper
C000764,rep,02/12/1799,03/03/1801,William,Cooper
C000863,rep,07/12/1795,03/03/1797,William,Craik
C000863,rep,15/05/1797,03/03/1799,William,Craik
C000863,rep,02/12/1799,03/03/1801,William,Craik
D000069,sen,05/12/1798,03/03/1799,Franklin,Davenport
D000069,rep,02/12/1799,03/03/1801,Franklin,Davenport
D000165,rep,24/10/1791,03/03/1793,Jonathan,Dayton
D000165,rep,02/12/1793,03/03/1795,Jonathan,Dayton
D000165,rep,07/12/1795,03/03/1797,Jonathan,Dayton
D000165,rep,15/05/1797,03/03/1799,Jonathan,Dayton
D000165,sen,02/12/1799,03/03/1805,Jonathan,Dayton
D000254,rep,02/12/1793,03/03/1795,George,Dent
D000254,rep,07/12/1795,03/03/1797,George,Dent
D000254,rep,15/05/1797,03/03/1799,George,Dent
D000254,rep,02/12/1799,03/03/1801,George,Dent
D000296,rep,02/12/1793,03/03/1795,Samuel,Dexter
D000296,sen,02/12/1799,03/03/1801,Samuel,Dexter
D000331,rep,02/12/1799,03/03/1801,Joseph,Dickson
E000052,rep,15/05/1797,03/03/1799,William,Edmond
E000052,rep,02/12/1799,03/03/1801,William,Edmond
E000091,rep,15/05/1797,03/03/1799,Joseph,Eggleston
E000091,rep,02/12/1799,03/03/1801,Joseph,Eggleston
E000257,rep,15/05/1797,03/03/1799,Thomas,Evans
E000257,rep,02/12/1799,03/03/1801,Thomas,Evans
F000364,rep,15/05/1797,03/03/1799,Jonathan,Freeman
F000364,rep,02/12/1799,03/03/1801,Jonathan,Freeman
G000020,rep,07/12/1795,03/03/1797,Albert,Gallatin
G000020,rep,15/05/1797,03/03/1799,Albert,Gallatin
G000020,rep,02/12/1799,03/03/1801,Albert,Gallatin
G000235,rep,02/12/1793,03/03/1795,Henry,Glen
G000235,rep,07/12/1795,03/03/1797,Henry,Glen
G000235,rep,15/05/1797,03/03/1799,Henry,Glen
G000235,rep,02/12/1799,03/03/1801,Henry,Glen
G000279,rep,02/12/1799,03/03/1801,Samuel,Goode
G000294,rep,02/12/1799,03/03/1801,Elizur,Goodrich
G000318,rep,15/05/1797,03/03/1799,William,Gordon
G000318,rep,02/12/1799,03/03/1801,William,Gordon
G000427,sen,15/05/1797,03/03/1799,Ray,Greene
G000427,sen,02/12/1799,31/12/1801,Ray,Greene
H000299,rep,04/03/1789,03/03/1791,Thomas,Hartley
H000299,rep,24/10/1791,03/03/1793,Thomas,Hartley
H000299,rep,02/12/1793,03/03/1795,Thomas,Hartley
H000299,rep,07/12/1795,03/03/1797,Thomas,Hartley
H000299,rep,15/05/1797,03/03/1799,Thomas,Hartley
H000299,rep,02/12/1799,03/03/1801,Thomas,Hartley
H000359,rep,07/12/1795,03/03/1797,Jonathan,Havens
H000359,rep,15/05/1797,03/03/1799,Jonathan,Havens
H000359,rep,02/12/1799,03/03/1801,Jonathan,Havens
I000011,rep,15/05/1797,03/03/1799,James,Imlay
I000011,rep,02/12/1799,03/03/1801,James,Imlay
J000227,rep,02/12/1799,03/03/1801,James,Jones
K000253,rep,24/10/1791,03/03/1793,John,Kittera
K000253,rep,02/12/1793,03/03/1795,John,Kittera
K000253,rep,07/12/1795,03/03/1797,John,Kittera
K000253,rep,15/05/1797,03/03/1799,John,Kittera
K000253,rep,02/12/1799,03/03/1801,John,Kittera
L000195,rep,02/12/1799,03/03/1801,Henry,Lee
L000336,rep,02/12/1799,03/03/1801,James,Linn
L000364,rep,04/03/1789,03/03/1791,Samuel,Livermore
L000364,rep,24/10/1791,03/03/1793,Samuel,Livermore
L000364,sen,02/12/1793,03/03/1799,Samuel,Livermore
L000364,sen,02/12/1799,31/12/1801,Samuel,Livermore
L000528,rep,07/12/1795,03/03/1797,Samuel,Lyman
L000528,rep,15/05/1797,03/03/1799,Samuel,Lyman
L000528,rep,02/12/1799,03/03/1801,Samuel,Lyman
M000157,rep,02/12/1799,03/03/1801,John,Marshall
M000571,rep,02/12/1799,03/03/1801,William,McMillan
N000084,rep,02/12/1793,03/03/1795,John,Nicholas
N000084,rep,07/12/1795,03/03/1797,John,Nicholas
N000084,rep,15/05/1797,03/03/1799,John,Nicholas
N000084,rep,02/12/1799,03/03/1801,John,Nicholas
N000161,rep,02/12/1799,03/03/1801,Abraham,Nott
P000021,rep,02/12/1799,03/03/1801,Robert,Page
P000065,rep,04/03/1789,03/03/1791,Josiah,Parker
P000065,rep,24/10/1791,03/03/1793,Josiah,Parker
P000065,rep,02/12/1793,03/03/1795,Josiah,Parker
P000065,rep,07/12/1795,03/03/1797,Josiah,Parker
P000065,rep,15/05/1797,03/03/1799,Josiah,Parker
P000065,rep,02/12/1799,03/03/1801,Josiah,Parker
P000357,rep,15/05/1797,03/03/1799,Thomas,Pinckney
P000357,rep,02/12/1799,03/03/1801,Thomas,Pinckney
P000381,rep,02/12/1799,03/03/1801,Jonas,Platt
P000482,rep,02/12/1799,03/03/1801,Leven,Powell
R000120,rep,07/12/1795,03/03/1797,John,Reed
R000120,rep,15/05/1797,03/03/1799,John,Reed
R000120,rep,02/12/1799,03/03/1801,John,Reed
S000222,rep,04/03/1789,03/03/1791,Theodore,Sedgwick
S000222,rep,24/10/1791,03/03/1793,Theodore,Sedgwick
S000222,rep,02/12/1793,03/03/1795,Theodore,Sedgwick
S000222,sen,01/01/1796,03/03/1799,Theodore,Sedgwick
S000222,rep,02/12/1799,03/03/1801,Theodore,Sedgwick
S000259,rep,07/12/1795,03/03/1797,Samuel,Sewall
S000259,rep,15/05/1797,03/03/1799,Samuel,Sewall
S000259,rep,02/12/1799,03/03/1801,Samuel,Sewall
S000693,rep,15/05/1797,03/03/1799,Richard,Spaight
S000693,rep,02/12/1799,03/03/1801,Richard,Spaight
T000141,rep,04/03/1789,03/03/1791,George,Thatcher
T000141,rep,24/10/1791,03/03/1793,George,Thatcher
T000141,rep,02/12/1793,03/03/1795,George,Thatcher
T000141,rep,07/12/1795,03/03/1797,George,Thatcher
T000141,rep,15/05/1797,03/03/1799,George,Thatcher
T000141,rep,02/12/1799,03/03/1801,George,Thatcher
T000173,rep,02/12/1799,03/03/1801,John,Thomas
T000183,rep,07/12/1795,03/03/1797,Richard,Thomas
T000183,rep,15/05/1797,03/03/1799,Richard,Thomas
T000183,rep,02/12/1799,03/03/1801,Richard,Thomas
W000094,rep,15/05/1797,03/03/1799,Robert,Waln
W000094,rep,02/12/1799,03/03/1801,Robert,Waln
F000301,rep,02/12/1793,03/03/1795,Dwight,Foster
F000301,rep,07/12/1795,03/03/1797,Dwight,Foster
F000301,rep,15/05/1797,03/03/1799,Dwight,Foster
F000301,sen,01/01/1800,31/12/1803,Dwight,Foster
H000629,rep,24/10/1791,03/03/1793,William,Hindman
H000629,rep,02/12/1793,03/03/1795,William,Hindman
H000629,rep,07/12/1795,03/03/1797,William,Hindman
H000629,rep,15/05/1797,03/03/1799,William,Hindman
H000629,sen,01/01/1800,03/03/1801,William,Hindman
M000976,sen,01/01/1800,03/03/1803,Gouverneur,Morris
B000017,rep,07/12/1801,03/03/1803,John,Bacon
B000477,rep,02/12/1799,03/03/1801,John,Bird
B000477,rep,07/12/1801,03/03/1803,John,Bird
B000660,rep,07/12/1801,03/03/1803,Thomas,Boude
B000787,sen,07/12/1801,31/12/1805,John,Breckinridge
C000005,rep,07/12/1795,03/03/1797,Samuel,Cabell
C000005,rep,15/05/1797,03/03/1799,Samuel,Cabell
C000005,rep,02/12/1799,03/03/1801,Samuel,Cabell
C000005,rep,07/12/1801,03/03/1803,Samuel,Cabell
C000627,sen,07/12/1801,03/03/1803,John,Colhoun
D000138,rep,15/05/1797,03/03/1799,Thomas,Davis
D000138,rep,02/12/1799,03/03/1801,Thomas,Davis
D000138,rep,07/12/1801,03/03/1803,Thomas,Davis
